gene_id	coloc	SMR.b	SMR.se	SMR.p	fastenloc	ecaviar	TWAS.Z	TWAS.P	PrediXcan.Z	PrediXcan.P	SMR.z	IS_POSITIVE	smrqvalue	twasqvalue	predixcanqvalue
ENSG00000145675	0.0495	0.163411	0.303223	0.5899	0.003784	0.0017	0.0	1.0	0.0	1.0	0.538913604838683	0	0.182010126768954	0.0	0.0
ENSG00000134363	0.0371	0.030269	0.075701	0.6893	0.05133	0.0015	0.4	0.6892	0.399997979402542	0.6892	0.399849407537549	0	0.15814400190797195	0.0	0.0
ENSG00000113649	0.3472	0.157262	0.151097	0.298	0.1012	0.005	0.0	1.0	1.12745114458492	0.2596	1.04080160426746	0	0.356750330091015	0.0	0.0
ENSG00000184840	0.0575	0.51322	0.418002	0.2195	0.0001876	0.0017	0.0	1.0	0.0	1.0	1.22779316845374	1	0.40038027760163697	0.0	0.0
ENSG00000271849	0.1237	-0.164932	0.0989838	0.09566	0.1728	0.0029	-1.686	0.0917	-1.73420990136674	0.08288	-1.66625245747284	0	0.549225041549502	0.46193676470588196	0.35509681818181804
ENSG00000152359	0.0771	-0.138816	0.104822	0.1854	0.04603	0.0017	-1.34	0.182	-1.27213352563597	0.2033	-1.32430215031196	0	0.421968407333014	0.26158040540540495	0.03814189723320205
ENSG00000133706	0.0569	-0.242747	0.258189	0.3471	0.04243	0.0017	0.0	1.0	0.0	1.0	-0.940191100317984	0	0.325822741388742	0.0	0.0
ENSG00000113249	0.2226	0.464371	0.22876	0.04236	0.2818	0.0039	2.2345	0.0255	0.0	1.0	2.02994841755552	1	0.707053986732691	0.7538427419354841	0.0
ENSG00000272389	0.063	-0.0291969	0.289108	0.9196	0.01204	0.0014	0.0	1.0	0.0	1.0	-0.100989595583657	0	0.10118311986612405	0.0	0.0
ENSG00000248925	0.7551	0.509489	0.157639	0.001229	0.7128	0.0069	3.613	0.000303	3.61196637153625	0.0003039	3.23199842678525	1	0.9803765996993671	0.9950316301369863	0.9944035646153847
ENSG00000153037	0.237	-0.162587	0.0710421	0.0221	0.5095	0.0022	-3.098542	0.001945	-3.12309873090521	0.00179	-2.28860070296345	1	0.808038756896396	0.9726098235294118	0.9698221126760563
ENSG00000244921	0.9907	0.49441	0.066562	1.104e-13	0.9705	0.1031	8.029	9.8e-16	8.09132583331885	5.902e-16	7.42781166431297	1	0.9999999999914381	0.9999999999999309	0.9999999999999628
ENSG00000072803	0.0386	0.00568554	0.0692861	0.9346	0.03341	0.0016	-0.0573	0.954	0.0351405092927088	0.972	0.0820588833835358	0	0.09697310702942197	0.0	0.0
ENSG00000251050	0.0475	-0.0643632	0.080536	0.4242	0.06226	0.0015	-0.801	0.4234	-0.800454711040698	0.4234	-0.799185457435184	0	0.26473525603327097	0.0	0.0
ENSG00000235253	0.113	0.231092	0.123894	0.06215	0.04799	0.0021	1.376	0.1688	0.0	1.0	1.86523964033771	0	0.642965139849859	0.288543661971831	0.0
ENSG00000249908	0.0493	0.214515	0.266494	0.4208	0.02899	0.0016	0.0	1.0	0.0	1.0	0.804952456715723	0	0.26746429267264504	0.0	0.0
ENSG00000250999	0.015	0.0675029	0.262685	0.7972	0.02734	0.0016	0.0	1.0	0.0	1.0	0.256972800121819	0	0.129236386272795	0.0	0.0
ENSG00000250427	0.0416	0.0734096	0.148792	0.6218	0.02952	0.0014	0.585	0.559	0.494636118412018	0.6209	0.493370611323189	0	0.17578487282394595	0.0	0.0
ENSG00000132356	0.066	-0.117369	0.110475	0.2881	0.02925	0.0014	-0.3417	0.7326	0.0	1.0	-1.0624032586558	0	0.35728627738056995	0.0	0.0
ENSG00000145491	0.0403	0.193121	0.296606	0.515	0.002243	0.0015	0.0	1.0	0.0	1.0	0.651102809788069	0	0.21575999538026802	0.0	0.0
ENSG00000153006	0.0062	-0.143814	0.287518	0.6169	0.002551	0.0016	0.0	1.0	0.0	1.0	-0.50019129237126	0	0.17578487282394595	0.0	0.0
ENSG00000213891	0.0388	-0.491392	0.342753	0.1517	0.0003409	0.0015	0.0	1.0	0.0	1.0	-1.43366214154216	0	0.45997105966143603	0.0	0.0
ENSG00000279130	0.0554	-0.085131	0.0875518	0.3309	0.08638	0.0016	-1.59	0.111	-1.41540311191542	0.157	-0.972350083036557	0	0.330957395462236	0.405775	0.12345246636771301
ENSG00000085365	0.0632	-0.0510304	0.140676	0.7168	0.131	0.0015	-0.3632	0.7165	-0.363199323415756	0.7165	-0.362751286644488	0	0.14976955878515297	0.0	0.0
ENSG00000184838	0.0101	-0.480208	0.313699	0.1258	0.0163	0.0017	-1.697	0.0898	0.0	1.0	-1.53079225627114	0	0.48651200153026697	0.466362068965517	0.0
ENSG00000160883	0.9988	-0.942819	0.123883	2.729e-14	0.9996	0.3011	-11.629	2.92e-31	-11.1983310077042	4.155e-29	-7.61055996383685	1	0.9999999999977207	1.0	1.0
ENSG00000251493	0.093	0.245715	0.164016	0.1341	0.0	0.0019	1.541	0.123	0.0	1.0	1.49811603745976	0	0.47534561993880997	0.357069868995633	0.0
ENSG00000120329	0.0525	-0.163989	0.11958	0.1703	0.1381	0.0019	0.5006	0.6167	0.504743258092255	0.6137	-1.37137481184145	0	0.43573221408223395	0.0	0.0
ENSG00000133398	0.1214	-0.151327	0.0872485	0.08284	0.07064	0.0022	-1.751	0.0799	-1.75146412849426	0.07987	-1.73443669518674	0	0.5784840551378769	0.48580483870967694	0.36685834437086096
ENSG00000246334	0.0404	0.0195077	0.0581949	0.7375	0.1036	0.0024	0.3257	0.7447	0.0	1.0	0.335213223151857	0	0.14450501321627196	0.0	0.0
ENSG00000249637	0.04	0.200892	0.192126	0.2957	0.0509	0.0015	0.91201	0.3618	0.987539114203164	0.3234	1.04562630773555	0	0.357233846621417	0.033590909090909005	0.0
ENSG00000251450	0.0396	-0.055035	0.178575	0.7579	0.03297	0.0016	-0.309	0.758	0.0	1.0	-0.308189836203276	0	0.136068223201661	0.0	0.0
ENSG00000272112	0.0556	-0.0755492	0.118003	0.522	0.03214	0.0016	-0.6419	0.521	-0.641921758651733	0.5209	-0.640231180563206	0	0.21063593488006205	0.0	0.0
ENSG00000250786	0.0404	-0.0602533	0.155854	0.6991	0.03477	0.0016	-0.387	0.699	0.0	1.0	-0.386600921375133	0	0.15629640167088998	0.0	0.0
ENSG00000164405	0.0664	-0.0734519	0.316196	0.8163	0.001876	0.0015	0.0	1.0	0.0	1.0	-0.232298637553922	0	0.127371857031515	0.0	0.0
ENSG00000120322	0.0393	-0.0502671	0.133362	0.7062	0.01363	0.0011	-0.74	0.4592	-0.377370893955231	0.7059	-0.376922211724479	0	0.155551521170758	0.0	0.0
ENSG00000113212	0.0527	0.0644774	0.089534	0.4714	0.02382	0.0014	-1.06975	0.2847	-0.97717700064424	0.3285	0.720144302722988	0	0.232647279309676	0.13064821428571405	0.0
ENSG00000145777	0.0502	0.0492899	0.177398	0.7811	0.08225	0.0015	0.278	0.7809	0.0	1.0	0.277849242945242	0	0.135581536096246	0.0	0.0
ENSG00000113248	0.0648	-0.104324	0.0925687	0.2597	0.04259	0.0017	-1.1324	0.2575	-1.12320611865589	0.2613	-1.12699000850179	0	0.36635905696774196	0.15500188679245297	0.0
ENSG00000272370	0.0398	-0.0400141	0.0872265	0.6464	0.03503	0.0027	-0.459	0.647	-0.52984458103097	0.5962	-0.458737883556029	0	0.17308798352873	0.0	0.0
ENSG00000272459	0.0466	-0.0322727	0.071306	0.6508	0.07003	0.0016	-0.3255	0.745	-0.420095225762599	0.6744	-0.452594452079769	0	0.17158245454196996	0.0	0.0
ENSG00000113657	0.0378	0.308479	0.327886	0.3468	0.003176	0.0016	0.0	1.0	0.0	1.0	0.940811745545708	0	0.325822741388742	0.0	0.0
ENSG00000234284	0.0884	0.101988	0.0714112	0.1532	0.05979	0.0023	1.434	0.152	1.48684024810791	0.1371	1.42817933321384	1	0.45994332058617604	0.32362825278810403	0.158416923076923
ENSG00000232578	0.0807	-0.1991	0.159886	0.213	0.1016	0.0017	-1.269	0.205	0.0	1.0	-1.24526224935266	0	0.40339516621833205	0.23145887850467295	0.0
ENSG00000248996	0.0659	-0.0469127	0.0762107	0.5382	0.07945	0.0016	-1.038	0.2992	-0.67016565410678	0.5028	-0.615565793254753	0	0.20422383060984795	0.11569777777777801	0.0
ENSG00000154122	0.073	0.143771	0.117084	0.2195	0.04116	0.0013	1.289	0.1973	1.25895597542263	0.208	1.22793037477367	0	0.40038027760163697	0.23830771704180098	0.031221789883268958
ENSG00000248626	0.0603	0.0842497	0.289243	0.7708	0.0002396	0.0016	0.0	1.0	0.0	1.0	0.291276539103799	1	0.13605031990378602	0.0	0.0
ENSG00000164284	0.0377	0.0235824	0.108405	0.8278	0.02979	0.0014	0.218	0.8277	0.159002769044726	0.8737	0.217539781375398	0	0.12495438848368001	0.0	0.0
ENSG00000044115	0.0107	-0.246355	0.303558	0.417	0.0003993	0.0014	0.0	1.0	0.0	1.0	-0.811558252459168	0	0.27091905503637004	0.0	0.0
ENSG00000251613	0.1821	-0.163361	0.0815182	0.04507	0.1809	0.003	-2.151	0.0315	-1.85781831621045	0.06319	-2.00398193286898	1	0.697932614564849	0.712171755725191	0.456562
ENSG00000112855	0.0665	-0.29492	0.213389	0.1669	0.1209	0.0017	-1.4397	0.15	0.0	1.0	-1.38207686431822	1	0.44070283304718505	0.32499999999999996	0.0
ENSG00000146013	0.9997	-1.11328	0.237599	2.792e-06	0.04078	0.6512	-7.031	2.05e-12	-7.03085279464722	2.053e-12	-4.68554160581484	1	0.9999222711754924	0.9999999999153845	0.9999999999089837
ENSG00000164574	0.052	-0.470612	0.361342	0.1928	0.0	0.0012	0.0	1.0	0.0	1.0	-1.30240049592906	1	0.415046549789138	0.0	0.0
ENSG00000249947	0.0743	0.132815	0.140907	0.3459	0.04125	0.0016	0.9504	0.342	0.950427651405334	0.3419	0.942572051069145	0	0.325822741388742	0.067485193621868	0.0
ENSG00000172869	0.0536	0.00587073	0.0713636	0.9344	0.02951	0.0012	0.0823	0.934	0.199926276425737	0.8415	0.0822650482879227	0	0.09697310702942197	0.0	0.0
ENSG00000229119	0.0642	-0.12891	0.121345	0.2881	0.04908	0.0016	-1.07	0.2844	-1.07052063941956	0.2844	-1.06234290658865	0	0.35728627738056995	0.13064821428571405	0.0
ENSG00000164236	0.1636	-0.21933	0.115892	0.05842	0.1823	0.0026	-1.93	0.0531	-1.93412220478058	0.0531	-1.89253788009526	0	0.655273220105236	0.6027456250000001	0.507281395348837
ENSG00000120129	0.0505	-0.0104375	0.199371	0.9582	0.08341	0.0014	0.0	1.0	0.0	1.0	-0.0523521475038998	0	0.096615371772525	0.0	0.0
ENSG00000169567	0.0522	-0.0176924	0.175182	0.9196	0.05953	0.0016	-0.101	0.9195	0.0	1.0	-0.100994394401251	0	0.10118311986612405	0.0	0.0
ENSG00000278925	0.0141	-0.318689	0.296089	0.2818	0.009606	0.0015	0.0	1.0	0.0	1.0	-1.07632840125773	0	0.36033470460899597	0.0	0.0
ENSG00000251532	0.9679	-0.402487	0.082454	1.054e-06	0.5479	0.0227	-3.415	0.000637	-3.34730389737008	0.000816	-4.88135202658452	1	0.999967303304746	0.9902245	0.9858441739130435
ENSG00000250669	0.1147	0.22782	0.161701	0.1589	0.002527	0.0021	1.659	0.0971	0.0	1.0	1.40889666730571	0	0.44845102761422395	0.445105	0.0
ENSG00000151881	0.0862	-0.360876	0.232481	0.1206	0.08759	0.0023	-1.649	0.0992	0.0	1.0	-1.55228169183718	0	0.49732093044136705	0.439329716981132	0.0
ENSG00000249915	0.0974	0.0549552	0.16831	0.744	0.03051	0.0023	0.32699	0.7437	0.0	1.0	0.32651179371398	0	0.14381884774568898	0.0	0.0
ENSG00000248383	0.1677	0.143451	0.0720937	0.04661	0.1856	0.0032	2.0059	0.0449	2.00592732429504	0.04486	1.9897855152392	0	0.6934381145305459	0.639304	0.554925
ENSG00000253959	0.0489	0.000718663	0.0891071	0.9936	0.04596	0.0013	-0.156	0.8757	-0.448257432867089	0.654	0.0080651597908584	0	0.09438894599508696	0.0	0.0
ENSG00000250222	0.0477	-0.0773532	0.0972575	0.4264	0.2067	0.0015	-0.484	0.628	-0.732106863654662	0.4641	-0.795344317918927	0	0.263066261302332	0.0	0.0
ENSG00000184349	0.0758	-0.0767326	0.0774994	0.3221	0.0704	0.0017	-0.467	0.64	-0.753609619035745	0.4511	-0.990105729850812	0	0.34079243439696505	0.0	0.0
ENSG00000156427	0.0376	0.0429774	0.252022	0.8646	0.005908	0.0014	0.0	1.0	0.0	1.0	0.170530350524954	0	0.12102753281720802	0.0	0.0
ENSG00000152669	0.0398	0.0527494	0.14106	0.7084	0.05693	0.0015	0.3744	0.7081	0.374444007873535	0.7081	0.373950092159365	0	0.15385272081477197	0.0	0.0
ENSG00000145708	0.047	0.411308	0.250088	0.1	0.0	0.0012	1.76	0.0784	0.0	1.0	1.6446530821151	0	0.54187610233594	0.48718688524590203	0.0
ENSG00000131437	0.141	-0.0256102	0.0643156	0.6905	0.02693	0.001	0.0359	0.9714	-0.0273568661254874	0.9782	-0.398195772098838	0	0.15762597003509005	0.0	0.0
ENSG00000213433	0.1676	2.89014	1.16878	0.01341	0.004963	0.0029	0.0	1.0	0.0	1.0	2.47278358630367	0	0.867636761105547	0.0	0.0
ENSG00000197744	0.0647	-0.281163	0.281758	0.3183	0.02314	0.0017	-1.036	0.3	0.0	1.0	-0.997888258718475	0	0.342974557405447	0.11551724137930997	0.0
ENSG00000226221	0.0076	-0.176766	0.308533	0.5667	0.001425	0.0017	0.0	1.0	0.0	1.0	-0.572924128051132	0	0.189332560802703	0.0	0.0
ENSG00000250387	0.0734	0.167567	0.254604	0.5104	0.003903	0.0099	3.934	8.34e-05	0.0	1.0	0.658147554633863	0	0.21948076540628803	0.998464156923077	0.0
ENSG00000249736	0.0458	0.0213098	0.0640709	0.7394	0.00367	0.0007	0.3212	0.748	0.33317408789472	0.739	0.332597169697944	0	0.14412980859195001	0.0	0.0
ENSG00000277795	0.0435	-0.0898379	0.131123	0.4933	0.07533	0.0015	-0.7921	0.428	-0.689956888218861	0.4902	-0.68514219473319	1	0.22399166430615902	0.0	0.0
ENSG00000253537	0.0249	0.179717	0.312317	0.565	0.00222	0.0018	0.0	1.0	0.0	1.0	0.575431372611801	0	0.19026842841913005	0.0	0.0
ENSG00000253869	0.0419	0.00575085	0.0890091	0.9485	0.01473	0.0008	-0.1272	0.899	0.237559540360189	0.8122	0.0646096859759283	0	0.096615371772525	0.0	0.0
ENSG00000145882	0.052	0.132456	0.147704	0.3698	0.07541	0.0015	0.904	0.3659	0.904228985309601	0.3659	0.896766505984943	1	0.30773845666530697	0.033590909090909005	0.0
ENSG00000152348	0.0572	0.0857677	0.141177	0.5435	0.04095	0.0012	0.116	0.908	0.0	1.0	0.607518930137345	0	0.201478887738041	0.0	0.0
ENSG00000214784	0.0308	-0.107831	0.217001	0.6192	0.03864	0.0022	-0.0183	0.9854	0.0	1.0	-0.496914760761471	0	0.17578487282394595	0.0	0.0
ENSG00000253618	0.046	0.120044	0.13033	0.357	0.03437	0.0012	0.818	0.4136	0.921541486523085	0.3568	0.921077265403207	0	0.318884495727598	0.0	0.0
ENSG00000248846	0.0381	0.0364822	0.163839	0.8238	0.05939	0.0016	0.0	1.0	0.0	1.0	0.222671036810527	0	0.127371857031515	0.0	0.0
ENSG00000198624	0.0696	-0.193212	0.144134	0.1801	0.1012	0.0018	-1.36	0.173	-1.36408758163452	0.1725	-1.34050258786962	1	0.42655650994945904	0.2768125	0.09593670886076
ENSG00000164182	0.0392	0.101535	0.27671	0.7137	0.01531	0.0014	0.0	1.0	0.0	1.0	0.366936503921073	0	0.15125698679306598	0.0	0.0
ENSG00000062194	0.0549	0.0552216	0.0710193	0.4368	0.05027	0.0016	0.778	0.436	1.0038456916809	0.3155	0.77755764982195	0	0.25781347598717097	0.0	0.0
ENSG00000250343	0.9931	-0.619665	0.139104	8.402e-06	0.9714	0.1198	-5.208	1.91e-07	0.0	1.0	-4.45468857832988	1	0.9998016847377833	0.9999948039318182	0.0
ENSG00000246422	0.0435	0.0028012	0.145445	0.9846	0.1566	0.0012	-1.7131	0.08669	-1.51301593641741	0.1303	0.0192595139056001	0	0.09438894599508696	0.47057178571428604	0.16338021390374302
ENSG00000250320	0.0633	0.154233	0.146953	0.2939	0.1048	0.0015	0.89	0.373	1.03136209856422	0.3024	1.04953964873123	0	0.35728627738056995	0.033590909090909005	0.0
ENSG00000146007	0.0433	0.0514288	0.130635	0.6938	0.1129	0.0017	0.3762	0.707	0.343452859289926	0.7313	0.393683163011444	0	0.156658472198122	0.0	0.0
ENSG00000204758	0.0402	0.0585434	0.164011	0.7211	0.04868	0.0012	0.404	0.686	0.291786515780685	0.7704	0.356948009584723	0	0.14805555171364204	0.0	0.0
ENSG00000183775	0.0585	0.0286661	0.200571	0.8864	0.02127	0.0012	0.143	0.886	0.0	1.0	0.142922456387015	0	0.11431669702008096	0.0	0.0
ENSG00000150753	0.0369	0.390888	0.244053	0.1092	0.03882	0.0019	0.0	1.0	0.0	1.0	1.60165210015857	0	0.521918156407059	0.0	0.0
ENSG00000153404	0.0375	-0.243262	0.239981	0.3107	0.08315	0.0018	0.0	1.0	0.0	1.0	-1.01367191569333	0	0.350012225125222	0.0	0.0
ENSG00000213757	0.0486	-0.128249	0.193102	0.5066	0.04893	0.0015	-0.669	0.503	0.0	1.0	-0.664151588279769	0	0.22021755684544597	0.0	0.0
ENSG00000198944	0.0531	-0.00410885	0.157697	0.9792	0.01691	0.001	-0.7119	0.4765	-0.0461483142231057	0.9632	-0.0260553466457827	0	0.09438894599508696	0.0	0.0
ENSG00000086200	0.0626	-0.215339	0.18476	0.2438	0.08163	0.0016	-1.191	0.233	0.0	1.0	-1.16550660316086	0	0.37128477604741905	0.184305217391304	0.0
ENSG00000271918	0.0463	0.046551	0.0968479	0.6308	0.02976	0.0021	0.195	0.8452	0.29337227008499	0.7692	0.480660912626913	0	0.17578487282394595	0.0	0.0
ENSG00000205572	0.073	-0.0468879	0.19663	0.8115	0.113	0.0224	0.545	0.586	0.0	1.0	-0.238457509027107	0	0.127371857031515	0.0	0.0
ENSG00000238363	0.1196	0.236637	0.242043	0.3282	0.01656	0.0021	1.004	0.3153	0.0	1.0	0.977665125618175	0	0.332688494727291	0.09275456730769205	0.0
ENSG00000164620	0.0432	-0.106515	0.182915	0.5604	0.07454	0.0016	-0.0388	0.969	0.0	1.0	-0.582319656671131	0	0.190882528677225	0.0	0.0
ENSG00000113722	0.086	-0.0291461	0.157749	0.8534	0.02992	0.002	0.0	1.0	-0.184838131070137	0.8534	-0.184762502456434	0	0.12287130460703999	0.0	0.0
ENSG00000251667	1.0	0.753143	0.0686058	4.885e-28	0.9947	0.958	13.2217	6.569999999999999e-40	13.3293593223171	1.562e-40	10.9778327779867	1	1.0	1.0	1.0
ENSG00000122012	0.0497	0.0513851	0.0913851	0.5739	0.05293	0.0014	0.46	0.646	0.448260610683305	0.654	0.562291883468968	0	0.18745425305836405	0.0	0.0
ENSG00000213347	0.0987	-0.123178	0.0862017	0.153	0.1207	0.0021	-1.458	0.1447	-1.60411751906024	0.1087	-1.42895093716249	0	0.45994332058617604	0.32499999999999996	0.24352383720930204
ENSG00000161010	0.0975	0.0592304	0.111739	0.5961	0.05508	0.0018	0.791	0.429	0.856593521066288	0.3917	0.53007812849587	0	0.18177276448522794	0.0	0.0
ENSG00000246323	0.0482	-0.00176323	0.105941	0.9867	0.0	0.0009	0.807	0.4198	0.669701635837555	0.503	-0.0166435091230024	1	0.09438894599508696	0.0	0.0
ENSG00000145833	0.0863	-0.0948475	0.0655315	0.1478	0.01496	0.0011	-1.359	0.174	-1.45689618927617	0.1451	-1.44735737774963	0	0.46686249961078696	0.2768125	0.15158975609756098
ENSG00000205838	0.0982	0.0803433	0.0874211	0.3581	0.0489	0.0015	0.723	0.47	0.800929610661644	0.4232	0.91903785241778	0	0.318884495727598	0.0	0.0
ENSG00000204928	0.0884	-0.114392	0.0780108	0.1426	0.06146	0.0017	-1.474	0.14	-1.47423994541168	0.1404	-1.46636106795469	0	0.47337255543421397	0.32662788844621504	0.15498910891089102
ENSG00000233006	0.0545	-0.000405291	0.0894783	0.9964	0.1029	0.0017	-0.00919	0.993	-0.0045653241580743	0.9964	-0.0045294892728181	0	0.09438894599508696	0.0	0.0
ENSG00000168938	0.0427	0.0271135	0.107779	0.8014	0.06451	0.0015	0.252	0.801	0.251650780439377	0.8013	0.25156570389408	0	0.129236386272795	0.0	0.0
ENSG00000087206	0.0423	-0.022501	0.0709721	0.7512	0.05487	0.0013	-0.5259	0.5989	-0.53660676127642	0.5915	-0.317040076311677	0	0.138734812605255	0.0	0.0
ENSG00000253163	0.0736	-0.120534	0.252777	0.6335	0.00644	0.0015	-0.891	0.373	-1.49667058926995	0.1345	-0.476839269395554	0	0.17578487282394595	0.033590909090909005	0.160859585492228
ENSG00000113407	0.0406	-0.0489552	0.0987695	0.6201	0.09077	0.0016	0.0	1.0	-0.495217115148436	0.6204	-0.49565098537504	0	0.17578487282394595	0.0	0.0
ENSG00000253683	0.0403	-0.0543185	0.0807115	0.5009	0.03532	0.0012	-0.674	0.5	-0.673825919628143	0.5004	-0.672995793660135	0	0.221022247227314	0.0	0.0
ENSG00000197536	0.1823	0.149239	0.0724317	0.03936	0.136	0.0017	2.079	0.03766	2.10838841867014	0.035	2.06041001384753	0	0.720684554440679	0.670956058394161	0.6225675675675679
ENSG00000250859	0.0975	0.101382	0.0739184	0.1702	0.06291	0.0017	1.45	0.1466	1.68865011150676	0.09129	1.37153942726033	0	0.43573221408223395	0.32499999999999996	0.30398643312101903
ENSG00000176857	0.4468	0.319424	0.120544	0.008053	0.233	0.0045	2.773	0.00556	2.7577065561097	0.005821	2.64985399522166	1	0.9059830748118692	0.93067375	0.9150275975609756
ENSG00000039537	0.1098	0.193548	0.255873	0.4494	0.008824	0.0019	0.807	0.42	0.0	1.0	0.756422131291695	0	0.24816997738637603	0.0	0.0
ENSG00000171604	0.0528	0.163175	0.204354	0.4246	0.04486	0.0015	0.809	0.4186	0.0	1.0	0.798491832799945	0	0.26473525603327097	0.0	0.0
ENSG00000253305	0.1791	-0.115845	0.171063	0.4983	0.01166	0.0027	0.151	0.8798	0.0	1.0	-0.677206643166553	0	0.221564561645909	0.0	0.0
ENSG00000172548	0.0386	-0.0334739	0.0705804	0.6353	0.06154	0.0014	-0.169	0.8658	-0.212133989694374	0.832	-0.474266226884518	0	0.17578487282394595	0.0	0.0
ENSG00000129625	0.0145	0.0577163	0.246765	0.8151	0.0222	0.0015	0.0	1.0	0.0	1.0	0.233891759366199	0	0.127371857031515	0.0	0.0
ENSG00000241809	0.0371	-0.0331326	0.143967	0.818	0.03667	0.0015	-0.23	0.8179	0.286817580461502	0.7743	-0.230140240471775	0	0.127371857031515	0.0	0.0
ENSG00000186314	0.0391	0.0160142	0.137567	0.9073	0.03542	0.0014	-0.108	0.914	0.0725797145028021	0.9421	0.116410185582298	0	0.10471913254112197	0.0	0.0
ENSG00000250056	0.0618	-0.110305	0.105477	0.2957	0.0985	0.0017	-0.6632	0.507	-0.140314813027058	0.8884	-1.04577301212587	0	0.357233846621417	0.0	0.0
ENSG00000132911	0.135	-0.256611	0.145687	0.07817	0.3282	0.0028	-2.01	0.0449	-1.79956896789635	0.07193	-1.76138571046147	0	0.586948294776263	0.639304	0.41027253424657495
ENSG00000270558	0.0624	-0.48171	0.27795	0.08308	0.02399	0.0016	0.0	1.0	0.0	1.0	-1.73308148947652	0	0.5784840551378769	0.0	0.0
ENSG00000132842	0.055	0.0754265	0.089902	0.4015	0.07384	0.0015	0.8411	0.4003	0.841058790683746	0.4003	0.838985784520923	0	0.284607024189824	0.008270661157025017	0.0
ENSG00000261360	0.0573	-0.104173	0.0816857	0.2022	0.02777	0.0011	-0.6883	0.491	-1.1049131314885	0.2692	-1.27529053432853	0	0.410387329156785	0.0	0.0
ENSG00000254211	0.0889	0.478172	0.2632	0.06925	0.1921	0.0026	0.0	1.0	0.0	1.0	1.81676291793313	0	0.616385513294032	0.0	0.0
ENSG00000272308	0.9989	0.711613	0.0861539	1.459e-16	0.9936	0.4318	7.38	1.56e-13	7.48743730381688	7.023e-14	8.25978858763213	1	0.9999999999999823	0.9999999999918813	0.9999999999964972
ENSG00000113552	0.0458	0.0568285	0.116905	0.6269	0.05678	0.0011	-0.579	0.5624	-1.15595149993897	0.2477	0.486108378598007	0	0.17578487282394595	0.0	0.0
ENSG00000082074	0.0052	-0.0412568	0.285735	0.8852	0.0033	0.0015	0.0	1.0	0.0	1.0	-0.144388331845941	0	0.11431669702008096	0.0	0.0
ENSG00000279075	0.046	-0.0149533	0.182941	0.9349	0.0314	0.0013	-0.0817	0.9348	0.0	1.0	-0.0817383746672424	0	0.09697310702942197	0.0	0.0
ENSG00000050767	0.0641	-0.0776234	0.122658	0.5268	0.06871	0.0016	-1.6268	0.104	-1.34820449155861	0.1776	-0.63284416833798	0	0.206692071822549	0.41828037383177596	0.09593670886076
ENSG00000241907	0.06	0.0295089	0.0901869	0.7435	0.03251	0.0015	0.3273	0.743	0.318720148422445	0.7499	0.327197187174634	0	0.14381884774568898	0.0	0.0
ENSG00000283498	0.0407	-0.537617	0.340252	0.1141	0.00289	0.0015	0.0	1.0	0.0	1.0	-1.58005537072523	0	0.510337984052877	0.0	0.0
ENSG00000251102	0.0634	0.0955497	0.100833	0.3433	0.03584	0.0016	-0.181	0.856	0.0	1.0	0.947603463151944	0	0.32741963863051804	0.0	0.0
ENSG00000251405	0.0372	-0.485123	0.245152	0.04783	0.03653	0.0017	0.0	1.0	0.0	1.0	-1.97886617282339	0	0.689978559588455	0.0	0.0
ENSG00000246214	0.0482	-0.0419572	0.171635	0.8069	0.05989	0.0014	-0.622	0.534	-0.617399410468206	0.537	-0.244455967605675	0	0.12913060629268502	0.0	0.0
ENSG00000113205	0.049	-0.0138463	0.0725427	0.8486	0.06324	0.0012	0.3417	0.7326	0.458827762457009	0.6464	-0.19087103181988	0	0.12287130460703999	0.0	0.0
ENSG00000249664	0.0302	-0.116313	0.218777	0.595	0.05496	0.0016	-0.361	0.718	0.0	1.0	-0.531650950511251	0	0.18177276448522794	0.0	0.0
ENSG00000250461	0.095	-0.263908	0.166761	0.1135	0.1175	0.0018	-1.953	0.0508	-2.00312812982315	0.04516	-1.58255227541212	0	0.510980008523238	0.610403184713376	0.554925
ENSG00000270021	0.9972	0.393836	0.0800494	8.658e-07	0.989	0.1894	5.25	1.52e-07	5.2299108505249	1.696e-07	4.91991195436818	1	0.9999723516029613	0.999995768744186	0.9999950222317073
ENSG00000112992	0.9986	-0.752518	0.0730525	6.9690000000000005e-25	0.9901	0.294	-5.9	3.56e-09	-12.6392280988239	1.2830000000000001e-36	-10.301057458677	1	1.0	0.9999998746670589	1.0
ENSG00000272347	0.954	-0.784935	0.137777	1.218e-08	0.8565	0.01	-7.594	3.1e-14	-7.70107970428042	1.349e-14	-5.69714103224776	1	0.9999994913661806	0.9999999999983133	0.9999999999992979
ENSG00000247121	0.0765	0.113946	0.0845285	0.1777	0.2478	0.0021	0.85	0.3951	0.0	1.0	1.34801871558114	0	0.43086011393120505	0.012973750000000006	0.0
ENSG00000164329	0.0783	0.0542237	0.126018	0.667	0.02183	0.0021	0.4309	0.667	0.430875360965729	0.6666	0.430285356060245	0	0.17044939726418096	0.0	0.0
ENSG00000249684	0.047	0.0353507	0.171745	0.8369	0.06209	0.0016	0.206	0.837	0.0	1.0	0.205832484206236	0	0.124227999025592	0.0	0.0
ENSG00000113272	0.0635	0.0816698	0.100309	0.4155	0.03612	0.0015	0.831	0.406	1.01671103234095	0.3093	0.814182177072845	0	0.27236994134480896	0.002090349075975051	0.0
